AthleteID,Athlete_Name,Away,ClubID,Opponent_Team,Participated,Points,PositionID,Price,Price_Variation,Round,Season,Team,opponentID,avg_Assists,avg_Difficult_Saves,avg_Fouls_Conceded,avg_Fouls_Received,avg_Game_Without_Being_Scored,avg_Goals,avg_Goals_Conceded,avg_Missed_Passes,avg_Missed_Penalty,avg_Offsides,avg_Own_Goals,avg_Penalty_Saves,avg_Points,avg_Price,avg_Red_Card,avg_Shot_Missed,avg_Shot_Saved,avg_Shot_on_Post,avg_Stolen_Balls,avg_Yellow_Card,avg_team_avg_1_Difficult_Saves,avg_team_avg_1_Points,avg_team_avg_1_Assists,avg_team_avg_1_Fouls_Conceded,avg_team_avg_1_Fouls_Received,avg_team_avg_1_Game_Without_Being_Scored,avg_team_avg_1_Goals_Conceded,avg_team_avg_1_Missed_Passes,avg_team_avg_1_Penalty_Saves,avg_team_avg_1_Price,avg_team_avg_1_Red_Card,avg_team_avg_1_Shot_Saved,avg_team_avg_1_Stolen_Balls,avg_team_avg_1_Yellow_Card,avg_team_avg_2_Assists,avg_team_avg_2_Fouls_Conceded,avg_team_avg_2_Fouls_Received,avg_team_avg_2_Game_Without_Being_Scored,avg_team_avg_2_Goals,avg_team_avg_2_Missed_Passes,avg_team_avg_2_Missed_Penalty,avg_team_avg_2_Offsides,avg_team_avg_2_Own_Goals,avg_team_avg_2_Price,avg_team_avg_2_Points,avg_team_avg_2_Red_Card,avg_team_avg_2_Shot_Missed,avg_team_avg_2_Shot_Saved,avg_team_avg_2_Shot_on_Post,avg_team_avg_2_Stolen_Balls,avg_team_avg_2_Yellow_Card,avg_team_avg_3_Assists,avg_team_avg_3_Fouls_Conceded,avg_team_avg_3_Fouls_Received,avg_team_avg_3_Game_Without_Being_Scored,avg_team_avg_3_Goals,avg_team_avg_3_Missed_Passes,avg_team_avg_3_Missed_Penalty,avg_team_avg_3_Offsides,avg_team_avg_3_Own_Goals,avg_team_avg_3_Points,avg_team_avg_3_Price,avg_team_avg_3_Red_Card,avg_team_avg_3_Shot_Missed,avg_team_avg_3_Shot_Saved,avg_team_avg_3_Shot_on_Post,avg_team_avg_3_Stolen_Balls,avg_team_avg_3_Yellow_Card,avg_team_avg_4_Assists,avg_team_avg_4_Fouls_Conceded,avg_team_avg_4_Fouls_Received,avg_team_avg_4_Game_Without_Being_Scored,avg_team_avg_4_Goals,avg_team_avg_4_Missed_Passes,avg_team_avg_4_Missed_Penalty,avg_team_avg_4_Offsides,avg_team_avg_4_Own_Goals,avg_team_avg_4_Points,avg_team_avg_4_Price,avg_team_avg_4_Red_Card,avg_team_avg_4_Shot_Missed,avg_team_avg_4_Shot_Saved,avg_team_avg_4_Shot_on_Post,avg_team_avg_4_Stolen_Balls,avg_team_avg_4_Yellow_Card,avg_team_avg_5_Assists,avg_team_avg_5_Fouls_Conceded,avg_team_avg_5_Fouls_Received,avg_team_avg_5_Game_Without_Being_Scored,avg_team_avg_5_Goals,avg_team_avg_5_Missed_Passes,avg_team_avg_5_Missed_Penalty,avg_team_avg_5_Offsides,avg_team_avg_5_Own_Goals,avg_team_avg_5_Points,avg_team_avg_5_Price,avg_team_avg_5_Red_Card,avg_team_avg_5_Shot_Missed,avg_team_avg_5_Shot_Saved,avg_team_avg_5_Shot_on_Post,avg_team_avg_5_Stolen_Balls,avg_team_avg_5_Yellow_Card,avg_team_avg_6_Points,avg_team_avg_6_Price,opp_avg_team_avg_1_Difficult_Saves,opp_avg_team_avg_1_Points,opp_avg_team_avg_1_Assists,opp_avg_team_avg_1_Fouls_Conceded,opp_avg_team_avg_1_Fouls_Received,opp_avg_team_avg_1_Game_Without_Being_Scored,opp_avg_team_avg_1_Goals_Conceded,opp_avg_team_avg_1_Missed_Passes,opp_avg_team_avg_1_Penalty_Saves,opp_avg_team_avg_1_Price,opp_avg_team_avg_1_Red_Card,opp_avg_team_avg_1_Shot_Saved,opp_avg_team_avg_1_Stolen_Balls,opp_avg_team_avg_1_Yellow_Card,opp_avg_team_avg_2_Assists,opp_avg_team_avg_2_Fouls_Conceded,opp_avg_team_avg_2_Fouls_Received,opp_avg_team_avg_2_Game_Without_Being_Scored,opp_avg_team_avg_2_Goals,opp_avg_team_avg_2_Missed_Passes,opp_avg_team_avg_2_Missed_Penalty,opp_avg_team_avg_2_Offsides,opp_avg_team_avg_2_Own_Goals,opp_avg_team_avg_2_Price,opp_avg_team_avg_2_Points,opp_avg_team_avg_2_Red_Card,opp_avg_team_avg_2_Shot_Missed,opp_avg_team_avg_2_Shot_Saved,opp_avg_team_avg_2_Shot_on_Post,opp_avg_team_avg_2_Stolen_Balls,opp_avg_team_avg_2_Yellow_Card,opp_avg_team_avg_3_Assists,opp_avg_team_avg_3_Fouls_Conceded,opp_avg_team_avg_3_Fouls_Received,opp_avg_team_avg_3_Game_Without_Being_Scored,opp_avg_team_avg_3_Goals,opp_avg_team_avg_3_Missed_Passes,opp_avg_team_avg_3_Missed_Penalty,opp_avg_team_avg_3_Offsides,opp_avg_team_avg_3_Own_Goals,opp_avg_team_avg_3_Points,opp_avg_team_avg_3_Price,opp_avg_team_avg_3_Red_Card,opp_avg_team_avg_3_Shot_Missed,opp_avg_team_avg_3_Shot_Saved,opp_avg_team_avg_3_Shot_on_Post,opp_avg_team_avg_3_Stolen_Balls,opp_avg_team_avg_3_Yellow_Card,opp_avg_team_avg_4_Assists,opp_avg_team_avg_4_Fouls_Conceded,opp_avg_team_avg_4_Fouls_Received,opp_avg_team_avg_4_Game_Without_Being_Scored,opp_avg_team_avg_4_Goals,opp_avg_team_avg_4_Missed_Passes,opp_avg_team_avg_4_Missed_Penalty,opp_avg_team_avg_4_Offsides,opp_avg_team_avg_4_Own_Goals,opp_avg_team_avg_4_Points,opp_avg_team_avg_4_Price,opp_avg_team_avg_4_Red_Card,opp_avg_team_avg_4_Shot_Missed,opp_avg_team_avg_4_Shot_Saved,opp_avg_team_avg_4_Shot_on_Post,opp_avg_team_avg_4_Stolen_Balls,opp_avg_team_avg_4_Yellow_Card,opp_avg_team_avg_5_Assists,opp_avg_team_avg_5_Fouls_Conceded,opp_avg_team_avg_5_Fouls_Received,opp_avg_team_avg_5_Game_Without_Being_Scored,opp_avg_team_avg_5_Goals,opp_avg_team_avg_5_Missed_Passes,opp_avg_team_avg_5_Missed_Penalty,opp_avg_team_avg_5_Offsides,opp_avg_team_avg_5_Own_Goals,opp_avg_team_avg_5_Points,opp_avg_team_avg_5_Price,opp_avg_team_avg_5_Red_Card,opp_avg_team_avg_5_Shot_Missed,opp_avg_team_avg_5_Shot_Saved,opp_avg_team_avg_5_Shot_on_Post,opp_avg_team_avg_5_Stolen_Balls,opp_avg_team_avg_5_Yellow_Card,opp_avg_team_avg_6_Points,opp_avg_team_avg_6_Price
37662,Jonathan,0,293.0,Grêmio,True,-0.4,2,6.49,-1.64,2,2017,Atlético-PR,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.5,8.13,0.0,0.0,0.0,0.0,2.0,0.0,2.0,-7.2,0.0,0.0,0.0,0.0,6.0,4.0,0.0,6.93,0.0,0.0,0.0,0.0,0.5,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.0,9.865,5.95,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.3333333333333333,2.3333333333333335,0.0,0.0,0.0,0.3,2.8066666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.52,3.622,0.0,0.4,0.2,0.0,0.2,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,2.0,0.0,0.3333333333333333,0.0,3.266666666666667,7.97,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,1.64,8.23,0.0,4.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.81,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.0,0.0,2.5,0.0,0.0,0.0,8.31,4.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,1.5,0.0,0.0,0.0,5.15,8.594999999999999,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.8333333333333334,1.5,0.16666666666666666,0.3333333333333333,1.1666666666666667,0.0,0.0,0.0,5.433333333333334,7.968333333333333,0.0,0.5,0.0,0.0,1.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,2.3333333333333335,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,3.766666666666666,11.863333333333335,0.0,1.0,1.3333333333333333,0.0,1.0,0.0,6.13,13.53
37701,Léo Moura,1,284.0,Atlético-PR,True,5.2,2,10.41,1.0,2,2017,Grêmio,293.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.3,9.41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.81,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.0,0.0,2.5,0.0,0.0,0.0,8.31,4.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,1.5,0.0,0.0,0.0,5.15,8.594999999999999,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.8333333333333334,1.5,0.16666666666666666,0.3333333333333333,1.1666666666666667,0.0,0.0,0.0,5.433333333333334,7.968333333333333,0.0,0.5,0.0,0.0,1.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,2.3333333333333335,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,3.766666666666666,11.863333333333335,0.0,1.0,1.3333333333333333,0.0,1.0,0.0,6.13,13.53,2.0,-7.2,0.0,0.0,0.0,0.0,6.0,4.0,0.0,6.93,0.0,0.0,0.0,0.0,0.5,0.5,1.5,0.0,0.0,1.5,0.0,0.0,0.0,9.865,5.95,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.3333333333333333,2.3333333333333335,0.0,0.0,0.0,0.3,2.8066666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.52,3.622,0.0,0.4,0.2,0.0,0.2,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,2.0,0.0,0.3333333333333333,0.0,3.266666666666667,7.97,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,1.64,8.23
38229,Fábio Santos,0,282.0,Fluminense,True,0.5,2,0.73,-0.76,2,2017,Atlético-MG,266.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-2.9,1.49,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.69,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,3.5,0.0,0.0,0.0,2.975,-1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7000000000000001,5.800000000000001,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,1.2857142857142858,0.0,0.0,0.0,2.185714285714286,7.912857142857142,0.0,0.42857142857142855,0.14285714285714285,0.0,1.0,0.2857142857142857,0.3333333333333333,1.0,1.0,0.0,0.0,1.3333333333333333,0.0,0.3333333333333333,0.0,2.1333333333333333,14.709999999999999,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,1.84,11.91,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.78,0.0,0.0,0.0,0.0,0.5,3.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,5.095,0.20000000000000007,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,3.4,8.06,0.0,0.0,0.0,0.5,1.0,0.0,0.2,0.4,1.0,0.0,0.2,1.6,0.0,0.0,0.0,4.8,11.178,0.0,0.2,0.2,0.0,1.2,0.0,0.0,1.0,2.25,0.0,0.5,1.0,0.0,0.5,0.0,5.3500000000000005,10.3275,0.0,0.25,0.25,0.0,0.5,0.0,4.96,14.12
42500,Fagner,1,264.0,Vitória,True,4.9,2,10.93,-1.09,2,2017,Corinthians,287.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.02,0.0,0.0,0.0,0.0,2.0,1.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.49,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,8.025,-0.15,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,2.0,0.0,0.0,0.0,1.2666666666666666,7.260000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.25,1.0,0.0,0.0,4.25,0.0,0.0,0.0,1.65,11.247499999999999,0.0,0.75,0.0,0.0,0.75,0.25,0.0,1.25,1.0,0.0,0.25,0.75,0.0,0.25,0.0,3.4749999999999996,5.995,0.0,0.0,0.25,0.0,1.0,0.0,2.0,7.07,0.0,5.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.13,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,3.0,0.0,0.3333333333333333,0.0,8.513333333333334,5.7,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,2.5,0.0,0.0,0.0,3.0,4.95,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.8,0.6,0.0,0.0,2.6,0.0,0.2,0.0,0.9400000000000001,5.332,0.0,0.6,0.0,0.2,1.0,0.2,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,2.3333333333333335,0.0,0.0,0.0,1.3333333333333337,4.24,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,3.39,5.94
50362,Lucas,1,266.0,Atlético-MG,True,-0.6,2,2.42,-1.97,2,2017,Fluminense,282.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.8,4.39,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.78,0.0,0.0,0.0,0.0,0.5,3.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,5.095,0.20000000000000007,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,3.4,8.06,0.0,0.0,0.0,0.5,1.0,0.0,0.2,0.4,1.0,0.0,0.2,1.6,0.0,0.0,0.0,4.8,11.178,0.0,0.2,0.2,0.0,1.2,0.0,0.0,1.0,2.25,0.0,0.5,1.0,0.0,0.5,0.0,5.3500000000000005,10.3275,0.0,0.25,0.25,0.0,0.5,0.0,4.96,14.12,1.0,0.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.69,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,3.5,0.0,0.0,0.0,2.975,-1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7000000000000001,5.800000000000001,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,1.2857142857142858,0.0,0.0,0.0,2.185714285714286,7.912857142857142,0.0,0.42857142857142855,0.14285714285714285,0.0,1.0,0.2857142857142857,0.3333333333333333,1.0,1.0,0.0,0.0,1.3333333333333333,0.0,0.3333333333333333,0.0,2.1333333333333333,14.709999999999999,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,1.84,11.91
50645,Eduardo,1,265.0,Vasco,True,5.2,2,4.86,1.32,2,2017,Bahia,267.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.54,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.7,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.15,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,2.5,0.0,0.0,0.0,3.785,-0.15,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.5,0.5,0.0,0.5,1.5,0.0,0.5,0.0,3.65,6.470000000000001,0.0,0.0,0.0,0.0,0.5,0.0,0.8333333333333334,0.5,0.8333333333333334,0.0,0.6666666666666666,1.1666666666666667,0.0,0.5,0.0,12.25,13.615,0.0,1.0,0.5,0.0,1.1666666666666667,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,3.3666666666666667,6.153333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,8.39,8.76,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.73,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,4.333333333333333,0.0,0.0,0.0,6.4366666666666665,2.433333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666667,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.4,3.25,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,1.5,0.0,0.0,2.0,0.0,0.0,0.0,3.675,6.6675,0.0,0.75,0.75,0.25,1.25,0.25,0.0,0.0,1.25,0.0,0.0,3.0,0.0,0.5,0.0,-1.3877787807814457e-17,7.6049999999999995,0.0,0.75,0.0,0.0,0.0,0.0,2.11,5.74
51042,Apodi,0,315.0,Palmeiras,True,5.6,2,6.28,1.4,2,2017,Chapecoense,275.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9,4.88,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.5,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.6666666666666667,0.0,0.0,4.333333333333333,0.0,0.3333333333333333,0.0,6.436666666666667,1.7666666666666666,0.0,0.3333333333333333,0.0,0.0,1.6666666666666667,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.65,4.699999999999999,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.8,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.13999999999999996,3.778,0.0,0.4,0.0,0.0,0.6,0.2,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,0.0,4.8,7.876666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.2,6.51,2.0,10.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.15,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.05,13.475,0.0,0.0,0.5,0.0,0.5,0.0,0.2,2.2,0.4,0.4,0.4,3.2,0.0,0.2,0.0,7.360000000000001,12.846,0.0,0.2,0.6,0.0,1.4,0.0,0.0,1.0,2.6,0.0,0.4,1.8,0.0,1.0,0.0,5.4799999999999995,14.062000000000001,0.0,0.4,0.2,0.0,1.2,0.0,8.34,15.09
52674,Gilson,0,263.0,Ponte Preta,True,4.2,2,7.25,1.24,2,2017,Botafogo,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,6.01,0.0,0.0,0.0,1.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,6.93,3.8,0.0,0.0,0.0,0.5,1.0,0.0,0.0,2.3333333333333335,0.3333333333333333,0.0,0.0,3.0,0.0,0.0,0.0,-0.3999999999999999,3.3966666666666665,0.0,0.0,0.0,0.0,1.6666666666666667,0.6666666666666666,0.0,2.25,2.0,0.0,0.0,3.25,0.0,0.0,0.0,-0.65,7.495000000000001,0.0,0.25,0.0,0.0,0.75,0.5,0.0,0.75,0.75,0.0,0.0,2.5,0.0,0.25,0.0,1.3877787807814457e-17,4.4225,0.0,0.75,0.0,0.0,0.5,0.25,1.35,7.32,0.0,4.4,0.0,0.0,0.0,1.0,0.0,2.0,0.0,9.48,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,2.0,0.0,0.0,0.0,12.543333333333331,13.066666666666668,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,8.1,9.265,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.1666666666666667,0.8333333333333334,0.0,0.3333333333333333,2.6666666666666665,0.0,0.16666666666666666,0.0,4.4,7.238333333333334,0.0,0.5,0.16666666666666666,0.0,1.3333333333333333,0.0,0.5,1.0,4.0,0.0,0.5,5.0,0.0,0.5,0.0,10.5,12.024999999999999,0.0,0.5,0.5,0.0,2.0,0.0,9.75,9.72
62086,Pará,1,262.0,Atlético-GO,True,4.7,2,8.94,-0.4,2,2017,Flamengo,373.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,9.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,7.003333333333333,-0.7666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,1.5,0.0,0.0,0.0,1.25,8.31,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.5,1.25,0.0,0.0,3.0,0.0,0.0,0.0,4.4750000000000005,8.8225,0.0,0.25,0.25,0.0,2.25,0.25,0.0,0.5,0.75,0.0,0.25,2.0,0.0,0.75,0.0,2.7,7.57,0.0,1.0,0.0,0.0,0.5,0.0,2.45,9.51,0.0,-8.3,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.71,0.0,0.0,0.0,0.0,0.5,2.0,1.5,0.0,0.0,2.0,0.0,0.0,0.0,3.505,2.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,1.2000000000000002,4.74,0.0,0.5,0.0,0.0,1.5,0.5,0.0,0.8,0.6,0.0,0.0,2.2,0.0,0.0,0.0,2.04,3.7059999999999995,0.0,0.4,0.2,0.0,1.6,0.2,0.0,0.5,1.75,0.0,0.25,1.25,0.0,0.25,0.0,4.825,6.7725,0.0,0.75,1.75,0.0,0.25,0.0,2.6,3.25
62130,William Matheus,1,294.0,Santos,True,5.7,2,6.49,1.47,2,2017,Coritiba,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.1,5.02,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,6.1899999999999995,2.75,0.0,0.5,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,2.4,5.9399999999999995,0.0,0.5,0.5,0.0,1.5,0.0,0.0,1.4,1.0,0.0,0.4,4.2,0.0,0.0,0.0,6.04,7.244,0.0,0.6,0.2,0.0,2.4,0.2,0.5,1.75,2.25,0.0,0.5,2.0,0.0,0.25,0.0,8.75,10.08,0.0,0.5,0.25,0.0,1.25,0.0,7.23,6.53,1.0,-3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,10.68,4.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,1.77,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8571428571428571,1.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.5857142857142856,5.87,0.0,0.2857142857142857,0.14285714285714285,0.0,0.5714285714285714,0.14285714285714285,0.25,2.0,1.75,0.0,0.25,1.0,0.0,0.5,0.0,5.45,11.459999999999999,0.0,1.0,1.0,0.5,0.25,0.5,2.23,12.19
