Assists,AthleteID,Athlete_Name,Away,ClubID,Difficult_Saves,Fouls_Conceded,Fouls_Received,Game_Without_Being_Scored,Goals,Goals_Conceded,Missed_Passes,Missed_Penalty,Offsides,Opponent_Team,Own_Goals,Participated,Penalty_Saves,Points,Points_avg,PositionID,Price,Price_Variation,Red_Card,Round,Season,Shot_Missed,Shot_Saved,Shot_on_Post,Stolen_Balls,Team,Yellow_Card,opponentID,avg_Assists,avg_Difficult_Saves,avg_Fouls_Conceded,avg_Fouls_Received,avg_Game_Without_Being_Scored,avg_Goals,avg_Goals_Conceded,avg_Missed_Passes,avg_Missed_Penalty,avg_Offsides,avg_Own_Goals,avg_Penalty_Saves,avg_Points,avg_Price,avg_Red_Card,avg_Shot_Missed,avg_Shot_Saved,avg_Shot_on_Post,avg_Stolen_Balls,avg_Yellow_Card
0.0,36443,Dida,0,285.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Vitória,0.0,True,0.0,5.0,5.0,1,10.6,1.6,0.0,1,2014,0.0,0.0,0.0,0.0,Internacional,0.0,287.0,,,,,,,,,,,,,,,,,,,,
0.0,36443,Dida,1,285.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Botafogo,0.0,True,0.0,-3.0,1.0,1,8.27,-2.33,0.0,2,2014,0.0,0.0,0.0,0.0,Internacional,0.0,263.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0
0.0,36443,Dida,0,285.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,Sport,0.0,True,0.0,-2.6,-0.2,1,6.81,-1.46,0.0,3,2014,0.0,0.0,0.0,0.0,Internacional,0.0,292.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.434999999999999,0.0,0.0,0.0,0.0,0.0,0.0
0.0,36443,Dida,0,285.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Atlético-PR,0.0,True,0.0,4.0,0.85,1,7.96,1.15,0.0,4,2014,0.0,0.0,0.0,0.0,Internacional,0.0,293.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,-0.19999999999999987,8.56,0.0,0.0,0.0,0.0,0.0,0.0
0.0,36443,Dida,1,285.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Criciúma,0.0,True,0.0,5.0,1.68,1,8.61,0.65,0.0,5,2014,0.0,0.0,0.0,0.0,Internacional,0.0,288.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,-0.5333333333333333,7.68,0.0,0.0,0.0,0.0,0.0,0.0
0.0,36443,Dida,1,285.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Coritiba,0.0,True,0.0,1.2,1.6,1,8.02,-0.59,0.0,6,2014,0.0,0.0,0.0,0.0,Internacional,1.0,294.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,2.1333333333333333,7.793333333333333,0.0,0.0,0.0,0.0,0.0,0.0
0.0,36443,Dida,0,285.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,Cruzeiro,0.0,True,0.0,-3.3,0.9,1,6.75,-1.27,0.0,7,2014,0.0,0.0,0.0,0.0,Internacional,0.0,283.0,0.0,1.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,3.4,8.196666666666667,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
0.0,36443,Dida,0,285.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Chapecoense,0.0,True,0.0,3.0,1.16,1,7.55,0.8,0.0,8,2014,0.0,0.0,0.0,0.0,Internacional,1.0,315.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.9666666666666668,7.793333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
0.0,36443,Dida,1,285.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Fluminense,0.0,True,0.0,-1.5,0.86,1,6.71,-0.84,0.0,9,2014,0.0,0.0,0.0,0.0,Internacional,0.0,266.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.30000000000000004,7.44,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
0.0,36443,Dida,1,285.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Corinthians,0.0,True,0.0,-4.0,0.37,1,6.01,-0.7,0.0,10,2014,0.0,0.0,0.0,0.0,Internacional,0.0,264.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,-0.6,7.003333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
